"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"2144","15.995","15","0.7276","Cosine","-","0","20149 (-) 26472","20149","26472","0.7276","false","-","20149 (-) 26472"
"85","-112.125","-112","0.8935","Cosine","-","0","43014 (-) 40019","43014","40019","0.8935","false","-","43014 (-) 40019"
"1933","-72.055","-72","0.8498","Cosine","-","0","17628 (-) 17617","17628","17617","0.8498","false","-","17628 (-) 17617"
"125","3.995","3","0.8981","Cosine","-","0","42442 (-) 36371","42442","36371","0.8981","false","-","42442 (-) 36371"
"630","-0.0","0","0.812","Cosine","-","0","24000 (-) 28544","24000","28544","0.812","false","-","24000 (-) 28544"
"531","-132.078","-132","0.8383","Cosine","-","0","12734 (-) 11756","12734","11756","0.8383","false","-","12734 (-) 11756"
"343","-42.01","-42","0.928","Cosine","-","0","29115 (-) 33115","29115","33115","0.928","false","-","29115 (-) 33115"
"630","0.003","0","0.9479","Cosine","-","0","7702 (-) 24000","7702","24000","0.9479","false","-","7702 (-) 24000"
"630","0.003","0","0.8193","Cosine","-","0","7702 (-) 28544","7702","28544","0.8193","false","-","7702 (-) 28544"
"138","-222.054","-222","0.7352","Cosine","-","0","23166 (-) 43387","23166","43387","0.7352","false","-","23166 (-) 43387"
"714","-0.008","0","0.8447","Cosine","-","0","25221 (-) 15146","25221","15146","0.8447","false","-","25221 (-) 15146"
"1725","74.0","74","0.8858","Cosine","-","0","6646 (-) 8511","6646","8511","0.8858","false","-","6646 (-) 8511"
"244","-1084.634","-1084","0.9788","Cosine","-","0","25684 (-) 22254","25684","22254","0.9788","false","-","25684 (-) 22254"
"1","-14.016","-14","0.8558","Cosine","-","0","38414 (-) 35939","38414","35939","0.8558","false","-","38414 (-) 35939"
"138","-74.019","-74","0.8192","Cosine","-","0","42939 (-) 43286","42939","43286","0.8192","false","-","42939 (-) 43286"
"138","-74.017","-74","0.7361","Cosine","-","0","42939 (-) 23166","42939","23166","0.7361","false","-","42939 (-) 23166"
"46","-0.005","0","0.8732","Cosine","-","0","28526 (-) 9617","28526","9617","0.8732","false","-","28526 (-) 9617"
"183","-116.08","-116","0.8277","Cosine","-","0","40530 (-) 41555","40530","41555","0.8277","false","-","40530 (-) 41555"
"32","-15.995","-15","0.8519","Cosine","-","0","41665 (-) 40804","41665","40804","0.8519","false","-","41665 (-) 40804"
"32","10.91","10","0.8511","Cosine","-","0","41665 (-) 19493","41665","19493","0.8511","false","-","41665 (-) 19493"
"238","-16.034","-16","0.7983","Cosine","-","0","4663 (-) 13261","4663","13261","0.7983","false","-","4663 (-) 13261"
"2266","0.003","0","0.8464","Cosine","-","0","6026 (-) 20161","6026","20161","0.8464","false","-","6026 (-) 20161"
"956","0.959","0","0.8515","Cosine","-","0","3574 (-) 6552","3574","6552","0.8515","false","-","3574 (-) 6552"
"14","-339.937","-339","0.7001","Cosine","-","0","837 (-) 850","837","850","0.7001","false","-","837 (-) 850"
"1028","-28.031","-28","0.9778","Cosine","-","0","19973 (-) 27155","19973","27155","0.9778","false","-","19973 (-) 27155"
"211","-43.99","-43","0.8715","Cosine","-","0","9882 (-) 10191","9882","10191","0.8715","false","-","9882 (-) 10191"
"37","-104.062","-104","0.9039","Cosine","-","0","2535 (-) 13280","2535","13280","0.9039","false","-","2535 (-) 13280"
"1","88.053","88","0.9379","Cosine","-","0","42316 (-) 42274","42316","42274","0.9379","false","-","42316 (-) 42274"
"99","-55.01","-55","0.773","Cosine","-","0","32830 (-) 42156","32830","42156","0.773","false","-","32830 (-) 42156"
"174","14.022","14","0.8674","Cosine","-","0","14088 (-) 16196","14088","16196","0.8674","false","-","14088 (-) 16196"
"194","30.01","30","0.797","Cosine","-","0","2507 (-) 2777","2507","2777","0.797","false","-","2507 (-) 2777"
"576","44.027","44","0.8471","Cosine","-","0","40540 (-) 40509","40540","40509","0.8471","false","-","40540 (-) 40509"
"310","0.994","0","0.8144","Cosine","-","0","15817 (-) 4417","15817","4417","0.8144","false","-","15817 (-) 4417"
"109","-12.0","-12","0.9181","Cosine","-","0","18427 (-) 19967","18427","19967","0.9181","false","-","18427 (-) 19967"
"375","2.014","2","0.8316","Cosine","-","0","7974 (-) 8875","7974","8875","0.8316","false","-","7974 (-) 8875"
"1303","15.995","15","0.8024","Cosine","-","0","21836 (-) 20328","21836","20328","0.8024","false","-","21836 (-) 20328"
"37","-123.011","-123","0.936","Cosine","-","0","17566 (-) 8492","17566","8492","0.936","false","-","17566 (-) 8492"
"678","-43.033","-43","0.8459","Cosine","-","0","24963 (-) 24918","24963","24918","0.8459","false","-","24963 (-) 24918"
"157","-14.016","-14","0.9162","Cosine","-","0","10409 (-) 13798","10409","13798","0.9162","false","-","10409 (-) 13798"
"1499","31.988","31","0.7711","Cosine","-","0","1756 (-) 19238","1756","19238","0.7711","false","-","1756 (-) 19238"
"174","-220.132","-220","0.881","Cosine","-","0","11232 (-) 14088","11232","14088","0.881","false","-","11232 (-) 14088"
"99","61.053","61","0.8226","Cosine","-","0","34479 (-) 32830","34479","32830","0.8226","false","-","34479 (-) 32830"
"99","-116.063","-116","0.9248","Cosine","-","0","34479 (-) 42156","34479","42156","0.9248","false","-","34479 (-) 42156"
"37","14.016","14","0.9568","Cosine","-","0","2456 (-) 2535","2456","2535","0.9568","false","-","2456 (-) 2535"
"331","-16.031","-16","0.8405","Cosine","-","0","9078 (-) 4563","9078","4563","0.8405","false","-","9078 (-) 4563"
"651","-14.016","-14","0.7788","Cosine","-","0","2567 (-) 5057","2567","5057","0.7788","false","-","2567 (-) 5057"
"246","0.0","0","0.8491","Cosine","-","0","5640 (-) 5501","5640","5501","0.8491","false","-","5640 (-) 5501"
"21","14.015","14","0.9121","Cosine","-","0","2011 (-) 928","2011","928","0.9121","false","-","2011 (-) 928"
"1499","-14.016","-14","0.903","Cosine","-","0","36051 (-) 32683","36051","32683","0.903","false","-","36051 (-) 32683"
"674","-28.03","-28","0.9263","Cosine","-","0","6100 (-) 6679","6100","6679","0.9263","false","-","6100 (-) 6679"
"226","-162.053","-162","0.8207","Cosine","-","0","173 (-) 167","173","167","0.8207","false","-","173 (-) 167"
"174","-176.099","-176","0.8613","Cosine","-","0","10497 (-) 16196","10497","16196","0.8613","false","-","10497 (-) 16196"
"23","-0.0","0","0.9544","Cosine","-","0","27774 (-) 20681","27774","20681","0.9544","false","-","27774 (-) 20681"
"741","-115.021","-115","0.7134","Cosine","-","0","9780 (-) 9737","9780","9737","0.7134","false","-","9780 (-) 9737"
"552","18.01","18","0.942","Cosine","-","0","38847 (-) 38968","38847","38968","0.942","false","-","38847 (-) 38968"
"21","85.016","85","0.9133","Cosine","-","0","10381 (-) 928","10381","928","0.9133","false","-","10381 (-) 928"
"453","23.999","23","0.8264","Cosine","-","0","40740 (-) 39044","40740","39044","0.8264","false","-","40740 (-) 39044"
"49","-220.128","-220","0.9242","Cosine","-","0","15147 (-) 13447","15147","13447","0.9242","false","-","15147 (-) 13447"
"424","-33.981","-33","0.8387","Cosine","-","0","3877 (-) 13276","3877","13276","0.8387","false","-","3877 (-) 13276"
"64","46.042","46","0.9505","Cosine","-","0","21978 (-) 25928","21978","25928","0.9505","false","-","21978 (-) 25928"
"341","-39.01","-39","0.8766","Cosine","-","0","6299 (-) 7709","6299","7709","0.8766","false","-","6299 (-) 7709"
"248","-17.026","-17","0.8728","Cosine","-","0","9638 (-) 43115","9638","43115","0.8728","false","-","9638 (-) 43115"
"21","17.956","17","0.9361","Cosine","-","0","4773 (-) 10381","4773","10381","0.9361","false","-","4773 (-) 10381"
"917","-0.0","0","0.8121","Cosine","-","0","34359 (-) 31498","34359","31498","0.8121","false","-","34359 (-) 31498"
"474","-12.072","-12","0.8529","Cosine","-","0","5378 (-) 2097","5378","2097","0.8529","false","-","5378 (-) 2097"
"531","-44.026","-44","0.8106","Cosine","-","0","11421 (-) 11756","11421","11756","0.8106","false","-","11421 (-) 11756"
"1","-168.189","-168","0.8747","Cosine","-","0","41049 (-) 3836","41049","3836","0.8747","false","-","41049 (-) 3836"
"211","-14.017","-14","0.9007","Cosine","-","0","10543 (-) 9854","10543","9854","0.9007","false","-","10543 (-) 9854"
"703","-14.016","-14","0.7363","Cosine","-","0","7841 (-) 6840","7841","6840","0.7363","false","-","7841 (-) 6840"
"703","-12.039","-12","0.7897","Cosine","-","0","7841 (-) 3628","7841","3628","0.7897","false","-","7841 (-) 3628"
"1365","-27.994","-27","0.9043","Cosine","-","0","17470 (-) 20244","17470","20244","0.9043","false","-","17470 (-) 20244"
"1365","-11.989","-11","0.9074","Cosine","-","0","17470 (-) 6513","17470","6513","0.9074","false","-","17470 (-) 6513"
"573","-42.011","-42","0.8637","Cosine","-","0","1668 (-) 3889","1668","3889","0.8637","false","-","1668 (-) 3889"
"573","-14.016","-14","0.8495","Cosine","-","0","1668 (-) 1970","1668","1970","0.8495","false","-","1668 (-) 1970"
"32","10.019","10","0.7653","Cosine","-","0","38774 (-) 17025","38774","17025","0.7653","false","-","38774 (-) 17025"
"576","176.105","176","0.8523","Cosine","-","0","40732 (-) 40540","40732","40540","0.8523","false","-","40732 (-) 40540"
"576","220.132","220","0.7832","Cosine","-","0","40732 (-) 40509","40732","40509","0.7832","false","-","40732 (-) 40509"
"423","-0.117","0","0.7483","Cosine","-","0","16591 (-) 16921","16591","16921","0.7483","false","-","16591 (-) 16921"
"32","28.07","28","0.8749","Cosine","-","0","12901 (-) 41665","12901","41665","0.8749","false","-","12901 (-) 41665"
"32","17.16","17","0.8951","Cosine","-","0","12901 (-) 19493","12901","19493","0.8951","false","-","12901 (-) 19493"
"1028","-84.094","-84","0.9403","Cosine","-","0","40416 (-) 27155","40416","27155","0.9403","false","-","40416 (-) 27155"
"1028","-112.125","-112","0.9274","Cosine","-","0","40416 (-) 19973","40416","19973","0.9274","false","-","40416 (-) 19973"
"249","-29.015","-29","0.8281","Cosine","-","0","9285 (-) 6259","9285","6259","0.8281","false","-","9285 (-) 6259"
"386","-113.085","-113","0.8875","Cosine","-","0","17903 (-) 12138","17903","12138","0.8875","false","-","17903 (-) 12138"
"20","-162.089","-162","0.7086","Cosine","-","0","6296 (-) 7104","6296","7104","0.7086","false","-","6296 (-) 7104"
"32","-14.016","-14","0.8609","Cosine","-","0","17943 (-) 19493","17943","19493","0.8609","false","-","17943 (-) 19493"
"32","98.109","98","0.8614","Cosine","-","0","17943 (-) 17025","17943","17025","0.8614","false","-","17943 (-) 17025"
"1","-17.026","-17","0.8733","Cosine","-","0","35596 (-) 35595","35596","35595","0.8733","false","-","35596 (-) 35595"
"1","-88.053","-88","0.8587","Cosine","-","0","35596 (-) 35939","35596","35939","0.8587","false","-","35596 (-) 35939"
"81","-2.017","-2","0.8425","Cosine","-","0","41087 (-) 36607","41087","36607","0.8425","false","-","41087 (-) 36607"
"1316","0.036","0","0.7971","Cosine","-","0","699 (-) 2287","699","2287","0.7971","false","-","699 (-) 2287"
"366","23.999","23","0.9454","Cosine","-","0","33860 (-) 32321","33860","32321","0.9454","false","-","33860 (-) 32321"
"310","30.014","30","0.7924","Cosine","-","0","3571 (-) 4417","3571","4417","0.7924","false","-","3571 (-) 4417"
"81","-36.021","-36","0.831","Cosine","-","0","23919 (-) 24131","23919","24131","0.831","false","-","23919 (-) 24131"
"88","86.046","86","0.9536","Cosine","-","0","31231 (-) 32400","31231","32400","0.9536","false","-","31231 (-) 32400"
"23","-2.017","-2","0.8538","Cosine","-","0","27809 (-) 30438","27809","30438","0.8538","false","-","27809 (-) 30438"
"741","0.991","0","0.8735","Cosine","-","0","15952 (-) 15973","15952","15973","0.8735","false","-","15952 (-) 15973"
"195","46.041","46","0.851","Cosine","-","0","22814 (-) 22319","22814","22319","0.851","false","-","22814 (-) 22319"
"449","-352.205","-352","0.8975","Cosine","-","0","16191 (-) 13491","16191","13491","0.8975","false","-","16191 (-) 13491"
"119","-106.079","-106","0.7974","Cosine","-","0","42679 (-) 41143","42679","41143","0.7974","false","-","42679 (-) 41143"
"1499","15.993","15","0.7526","Cosine","-","0","11011 (-) 1756","11011","1756","0.7526","false","-","11011 (-) 1756"
"1499","15.995","15","0.7927","Cosine","-","0","11011 (-) 19238","11011","19238","0.7927","false","-","11011 (-) 19238"
"409","132.08","132","0.9427","Cosine","-","0","42847 (-) 42857","42847","42857","0.9427","false","-","42847 (-) 42857"
"244","71.043","71","0.9804","Cosine","-","0","25652 (-) 23412","25652","23412","0.9804","false","-","25652 (-) 23412"
"630","99.07","99","0.7969","Cosine","-","0","9365 (-) 24000","9365","24000","0.7969","false","-","9365 (-) 24000"
"630","-99.067","-99","0.7948","Cosine","-","0","9365 (-) 7702","9365","7702","0.7948","false","-","9365 (-) 7702"
"81","-392.292","-392","0.955","Cosine","-","0","35125 (-) 35153","35125","35153","0.955","false","-","35125 (-) 35153"
"71","-132.078","-132","0.9613","Cosine","-","0","13172 (-) 12073","13172","12073","0.9613","false","-","13172 (-) 12073"
"71","-132.08","-132","0.9673","Cosine","-","0","13172 (-) 14207","13172","14207","0.9673","false","-","13172 (-) 14207"
"124","-231.141","-231","0.9632","Cosine","-","0","21690 (-) 12476","21690","12476","0.9632","false","-","21690 (-) 12476"
"125","-38.052","-38","0.8994","Cosine","-","0","39977 (-) 36371","39977","36371","0.8994","false","-","39977 (-) 36371"
"2391","-26.017","-26","0.7384","Cosine","-","0","12333 (-) 10233","12333","10233","0.7384","false","-","12333 (-) 10233"
"106","-523.09","-523","0.8465","Cosine","-","0","2891 (-) 4660","2891","4660","0.8465","false","-","2891 (-) 4660"
"106","-134.04","-134","0.7507","Cosine","-","0","2891 (-) 4165","2891","4165","0.7507","false","-","2891 (-) 4165"
"410","-0.001","0","0.937","Cosine","-","0","33855 (-) 35503","33855","35503","0.937","false","-","33855 (-) 35503"
"917","-18.011","-18","0.8128","Cosine","-","0","32235 (-) 31498","32235","31498","0.8128","false","-","32235 (-) 31498"
"21","85.016","85","0.9107","Cosine","-","0","7308 (-) 928","7308","928","0.9107","false","-","7308 (-) 928"
"21","17.956","17","0.9384","Cosine","-","0","7308 (-) 4773","7308","4773","0.9384","false","-","7308 (-) 4773"
"21","0.0","0","0.9876","Cosine","-","0","7308 (-) 10381","7308","10381","0.9876","false","-","7308 (-) 10381"
"310","0.995","0","0.8087","Cosine","-","0","6241 (-) 15817","6241","15817","0.8087","false","-","6241 (-) 15817"
"310","-0.001","0","0.8918","Cosine","-","0","6241 (-) 4417","6241","4417","0.8918","false","-","6241 (-) 4417"
"310","30.013","30","0.7987","Cosine","-","0","6241 (-) 3571","6241","3571","0.7987","false","-","6241 (-) 3571"
"1109","-58.043","-58","0.8011","Cosine","-","0","3351 (-) 2592","3351","2592","0.8011","false","-","3351 (-) 2592"
"449","-44.026","-44","0.8804","Cosine","-","0","15751 (-) 16191","15751","16191","0.8804","false","-","15751 (-) 16191"
"449","-88.052","-88","0.8624","Cosine","-","0","15751 (-) 16555","15751","16555","0.8624","false","-","15751 (-) 16555"
"562","-0.0","0","0.8909","Cosine","-","0","38553 (-) 20072","38553","20072","0.8909","false","-","38553 (-) 20072"
"1290","-17.026","-17","0.8464","Cosine","-","0","11414 (-) 20101","11414","20101","0.8464","false","-","11414 (-) 20101"
"741","-13.989","-13","0.9852","Cosine","-","0","11710 (-) 9780","11710","9780","0.9852","false","-","11710 (-) 9780"
"741","-129.01","-129","0.705","Cosine","-","0","11710 (-) 9737","11710","9737","0.705","false","-","11710 (-) 9737"
"542","501.321","501","0.9462","Cosine","-","0","19945 (-) 23974","19945","23974","0.9462","false","-","19945 (-) 23974"
"532","-88.06","-88","0.9454","Cosine","-","0","11210 (-) 12285","11210","12285","0.9454","false","-","11210 (-) 12285"
"260","-58.043","-58","0.8051","Cosine","-","0","23555 (-) 14094","23555","14094","0.8051","false","-","23555 (-) 14094"
"109","-26.016","-26","0.7169","Cosine","-","0","25992 (-) 22616","25992","22616","0.7169","false","-","25992 (-) 22616"
"255","-29.015","-29","0.7905","Cosine","-","0","1840 (-) 1136","1840","1136","0.7905","false","-","1840 (-) 1136"
"195","42.009","42","0.8799","Cosine","-","0","12363 (-) 24121","12363","24121","0.8799","false","-","12363 (-) 24121"
"704","119.095","119","0.8543","Cosine","-","0","28354 (-) 25215","28354","25215","0.8543","false","-","28354 (-) 25215"
"576","16.032","16","0.8683","Cosine","-","0","41750 (-) 40732","41750","40732","0.8683","false","-","41750 (-) 40732"
"23","0.002","0","0.8802","Cosine","-","0","23137 (-) 20687","23137","20687","0.8802","false","-","23137 (-) 20687"
"576","-27.994","-27","0.8287","Cosine","-","0","40767 (-) 41750","40767","41750","0.8287","false","-","40767 (-) 41750"
"576","88.053","88","0.7991","Cosine","-","0","40767 (-) 40775","40767","40775","0.7991","false","-","40767 (-) 40775"
"576","220.131","220","0.8206","Cosine","-","0","40767 (-) 40540","40767","40540","0.8206","false","-","40767 (-) 40540"
"576","44.026","44","0.8998","Cosine","-","0","40767 (-) 40732","40767","40732","0.8998","false","-","40767 (-) 40732"
"187","-132.081","-132","0.948","Cosine","-","0","17263 (-) 16125","17263","16125","0.948","false","-","17263 (-) 16125"
"324","-42.047","-42","0.8867","Cosine","-","0","20218 (-) 12989","20218","12989","0.8867","false","-","20218 (-) 12989"
"36","-44.027","-44","0.9459","Cosine","-","0","14028 (-) 14288","14028","14288","0.9459","false","-","14028 (-) 14288"
"36","-294.174","-294","0.9441","Cosine","-","0","14028 (-) 12978","14028","12978","0.9441","false","-","14028 (-) 12978"
"361","-58.042","-58","0.8487","Cosine","-","0","3927 (-) 2555","3927","2555","0.8487","false","-","3927 (-) 2555"
"324","-39.019","-39","0.8846","Cosine","-","0","15599 (-) 12989","15599","12989","0.8846","false","-","15599 (-) 12989"
"36","-44.025","-44","0.9578","Cosine","-","0","10911 (-) 11236","10911","11236","0.9578","false","-","10911 (-) 11236"
"36","-132.078","-132","0.9514","Cosine","-","0","14689 (-) 13927","14689","13927","0.9514","false","-","14689 (-) 13927"
"1294","-14.015","-14","0.7598","Cosine","-","0","11566 (-) 14757","11566","14757","0.7598","false","-","11566 (-) 14757"
"124","15.995","15","0.876","Cosine","-","0","19412 (-) 29009","19412","29009","0.876","false","-","19412 (-) 29009"
"244","-352.209","-352","0.9764","Cosine","-","0","35688 (-) 26557","35688","26557","0.9764","false","-","35688 (-) 26557"
"102","-440.262","-440","0.9483","Cosine","-","0","11775 (-) 14704","11775","14704","0.9483","false","-","11775 (-) 14704"
"98","-112.125","-112","0.9172","Cosine","-","0","20294 (-) 42333","20294","42333","0.9172","false","-","20294 (-) 42333"
"1162","46.007","46","0.8025","Cosine","-","0","16530 (-) 19064","16530","19064","0.8025","false","-","16530 (-) 19064"
"1162","43.991","43","0.9053","Cosine","-","0","16530 (-) 13938","16530","13938","0.9053","false","-","16530 (-) 13938"
"324","-14.016","-14","0.9528","Cosine","-","0","15269 (-) 19778","15269","19778","0.9528","false","-","15269 (-) 19778"
"310","1.982","1","0.796","Cosine","-","0","7835 (-) 3571","7835","3571","0.796","false","-","7835 (-) 3571"
"481","-56.063","-56","0.8931","Cosine","-","0","20030 (-) 33339","20030","33339","0.8931","false","-","20030 (-) 33339"
"552","2.015","2","0.7134","Cosine","-","0","39810 (-) 38847","39810","38847","0.7134","false","-","39810 (-) 38847"
"552","-15.995","-15","0.7177","Cosine","-","0","39810 (-) 38968","39810","38968","0.7177","false","-","39810 (-) 38968"
"575","35.037","35","0.7861","Cosine","-","0","15652 (-) 13378","15652","13378","0.7861","false","-","15652 (-) 13378"
"14","472.948","472","0.7719","Cosine","-","0","816 (-) 850","816","850","0.7719","false","-","816 (-) 850"
"14","812.885","812","0.8596","Cosine","-","0","816 (-) 837","816","837","0.8596","false","-","816 (-) 837"
"124","-2.014","-2","0.8544","Cosine","-","0","19730 (-) 19412","19730","19412","0.8544","false","-","19730 (-) 19412"
"125","17.027","17","0.9016","Cosine","-","0","36382 (-) 36371","36382","36371","0.9016","false","-","36382 (-) 36371"
"542","-220.119","-220","0.9604","Cosine","-","0","12862 (-) 23974","12862","23974","0.9604","false","-","12862 (-) 23974"
"542","-721.44","-721","0.9551","Cosine","-","0","12862 (-) 19945","12862","19945","0.9551","false","-","12862 (-) 19945"
"195","6.046","6","0.7987","Cosine","-","0","22484 (-) 22814","22484","22814","0.7987","false","-","22484 (-) 22814"
"195","39.996","39","0.8425","Cosine","-","0","22484 (-) 22319","22484","22319","0.8425","false","-","22484 (-) 22319"
"195","20.026","20","0.8094","Cosine","-","0","22484 (-) 18896","22484","18896","0.8094","false","-","22484 (-) 18896"
"3471","118.078","118","0.8823","Cosine","-","0","33414 (-) 36337","33414","36337","0.8823","false","-","33414 (-) 36337"
"651","-42.047","-42","0.8035","Cosine","-","0","10817 (-) 5057","10817","5057","0.8035","false","-","10817 (-) 5057"
"531","-308.18","-308","0.841","Cosine","-","0","13855 (-) 11756","13855","11756","0.841","false","-","13855 (-) 11756"
"531","-176.102","-176","0.8928","Cosine","-","0","13855 (-) 12734","13855","12734","0.8928","false","-","13855 (-) 12734"
"483","-2.016","-2","0.8742","Cosine","-","0","21168 (-) 18491","21168","18491","0.8742","false","-","21168 (-) 18491"
"229","0.0","0","0.9946","Cosine","-","0","7310 (-) 5132","7310","5132","0.9946","false","-","7310 (-) 5132"
"531","-220.13","-220","0.8146","Cosine","-","0","13268 (-) 11538","13268","11538","0.8146","false","-","13268 (-) 11538"
"420","-24.983","-24","0.8405","Cosine","-","0","41378 (-) 40089","41378","40089","0.8405","false","-","41378 (-) 40089"
"379","-64.936","-64","0.7143","Cosine","-","0","6320 (-) 6190","6320","6190","0.7143","false","-","6320 (-) 6190"
"109","-14.015","-14","0.875","Cosine","-","0","15508 (-) 19967","15508","19967","0.875","false","-","15508 (-) 19967"
"109","-2.015","-2","0.9021","Cosine","-","0","15508 (-) 18427","15508","18427","0.9021","false","-","15508 (-) 18427"
"1","-28.031","-28","0.9723","Cosine","-","0","41017 (-) 42316","41017","42316","0.9723","false","-","41017 (-) 42316"
"1","44.026","44","0.9605","Cosine","-","0","41017 (-) 41049","41017","41049","0.9605","false","-","41017 (-) 41049"
"863","11.891","11","0.7407","Cosine","-","0","10833 (-) 19709","10833","19709","0.7407","false","-","10833 (-) 19709"
"1724","-0.0","0","0.9482","Cosine","-","0","8906 (-) 6685","8906","6685","0.9482","false","-","8906 (-) 6685"
"228","15.995","15","0.8227","Cosine","-","0","19504 (-) 26425","19504","26425","0.8227","false","-","19504 (-) 26425"
"1","-308.182","-308","0.9349","Cosine","-","0","12083 (-) 9055","12083","9055","0.9349","false","-","12083 (-) 9055"
"310","-23.016","-23","0.7664","Cosine","-","0","13970 (-) 11711","13970","11711","0.7664","false","-","13970 (-) 11711"
"741","-34.956","-34","0.857","Cosine","-","0","6479 (-) 11710","6479","11710","0.857","false","-","6479 (-) 11710"
"741","-20.967","-20","0.8389","Cosine","-","0","6479 (-) 9780","6479","9780","0.8389","false","-","6479 (-) 9780"
"741","-162.053","-162","0.9138","Cosine","-","0","6479 (-) 6888","6479","6888","0.9138","false","-","6479 (-) 6888"
"741","-62.02","-62","0.8226","Cosine","-","0","6479 (-) 15973","6479","15973","0.8226","false","-","6479 (-) 15973"
"281","-44.033","-44","0.9462","Cosine","-","0","14425 (-) 14167","14425","14167","0.9462","false","-","14425 (-) 14167"
"341","-12.037","-12","0.8692","Cosine","-","0","8255 (-) 6299","8255","6299","0.8692","false","-","8255 (-) 6299"
"1","88.053","88","0.8858","Cosine","-","0","41184 (-) 41017","41184","41017","0.8858","false","-","41184 (-) 41017"
"1","-42.047","-42","0.864","Cosine","-","0","41184 (-) 35596","41184","35596","0.864","false","-","41184 (-) 35596"
"1","44.027","44","0.9273","Cosine","-","0","41184 (-) 41049","41184","41049","0.9273","false","-","41184 (-) 41049"
"14","129.957","129","0.8524","Cosine","-","0","379 (-) 609","379","609","0.8524","false","-","379 (-) 609"
"14","-6.018","-6","0.8035","Cosine","-","0","379 (-) 356","379","356","0.8035","false","-","379 (-) 356"
"14","-15.977","-15","0.8244","Cosine","-","0","379 (-) 376","379","376","0.8244","false","-","379 (-) 376"
"36","-88.045","-88","0.9403","Cosine","-","0","16768 (-) 24770","16768","24770","0.9403","false","-","16768 (-) 24770"
"2291","-17.027","-17","0.8018","Cosine","-","0","6084 (-) 6090","6084","6090","0.8018","false","-","6084 (-) 6090"
"386","0.002","0","0.8538","Cosine","-","0","3477 (-) 17903","3477","17903","0.8538","false","-","3477 (-) 17903"
"386","113.087","113","0.8207","Cosine","-","0","3477 (-) 12138","3477","12138","0.8207","false","-","3477 (-) 12138"
"138","-1.983","-1","0.8362","Cosine","-","0","42101 (-) 27662","42101","27662","0.8362","false","-","42101 (-) 27662"
"54","13.979","13","0.8686","Cosine","-","0","6265 (-) 14036","6265","14036","0.8686","false","-","6265 (-) 14036"
"3128","-0.006","0","0.8436","Cosine","-","0","27389 (-) 7433","27389","7433","0.8436","false","-","27389 (-) 7433"
"1028","-10.021","-10","0.8604","Cosine","-","0","42497 (-) 19973","42497","19973","0.8604","false","-","42497 (-) 19973"
"812","2.999","2","0.8456","Cosine","-","0","10941 (-) 13549","10941","13549","0.8456","false","-","10941 (-) 13549"
"124","-169.143","-169","0.8917","Cosine","-","0","11948 (-) 29009","11948","29009","0.8917","false","-","11948 (-) 29009"
"246","-14.016","-14","0.9034","Cosine","-","0","6424 (-) 5501","6424","5501","0.9034","false","-","6424 (-) 5501"
"246","-14.016","-14","0.8534","Cosine","-","0","6424 (-) 5640","6424","5640","0.8534","false","-","6424 (-) 5640"
"310","-106.042","-106","0.8395","Cosine","-","0","14315 (-) 11711","14315","11711","0.8395","false","-","14315 (-) 11711"
"437","2.014","2","0.7449","Cosine","-","0","6346 (-) 6219","6346","6219","0.7449","false","-","6346 (-) 6219"
"507","-135.032","-135","0.9345","Cosine","-","0","2121 (-) 4791","2121","4791","0.9345","false","-","2121 (-) 4791"
"23","-0.004","0","0.8477","Cosine","-","0","29217 (-) 23137","29217","23137","0.8477","false","-","29217 (-) 23137"
"23","-0.002","0","0.8502","Cosine","-","0","29217 (-) 20687","29217","20687","0.8502","false","-","29217 (-) 20687"
"1598","-14.016","-14","0.7474","Cosine","-","0","10632 (-) 8746","10632","8746","0.7474","false","-","10632 (-) 8746"
"98","-28.031","-28","0.9511","Cosine","-","0","40739 (-) 42333","40739","42333","0.9511","false","-","40739 (-) 42333"
"260","-12.036","-12","0.798","Cosine","-","0","31234 (-) 14094","31234","14094","0.798","false","-","31234 (-) 14094"
"343","13.979","13","0.9436","Cosine","-","0","19990 (-) 20044","19990","20044","0.9436","false","-","19990 (-) 20044"
"343","15.995","15","0.9462","Cosine","-","0","19990 (-) 33115","19990","33115","0.9462","false","-","19990 (-) 33115"
"1028","-56.063","-56","0.8754","Cosine","-","0","11373 (-) 40416","11373","40416","0.8754","false","-","11373 (-) 40416"
"1028","28.031","28","0.9011","Cosine","-","0","11373 (-) 27155","11373","27155","0.9011","false","-","11373 (-) 27155"
"1028","56.062","56","0.8824","Cosine","-","0","11373 (-) 19973","11373","19973","0.8824","false","-","11373 (-) 19973"
"81","-18.011","-18","0.9329","Cosine","-","0","37125 (-) 36607","37125","36607","0.9329","false","-","37125 (-) 36607"
"1028","2.006","2","0.8616","Cosine","-","0","27061 (-) 27155","27061","27155","0.8616","false","-","27061 (-) 27155"
"102","-26.999","-26","0.9553","Cosine","-","0","12085 (-) 11775","12085","11775","0.9553","false","-","12085 (-) 11775"
"102","-413.263","-413","0.947","Cosine","-","0","12085 (-) 14704","12085","14704","0.947","false","-","12085 (-) 14704"
"102","-308.183","-308","0.9429","Cosine","-","0","12085 (-) 14139","12085","14139","0.9429","false","-","12085 (-) 14139"
