"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"81","407.303","407","0.8859","Cosine","-","0","32285 (-) 32224","32285","32224","0.8859","false","-","32285 (-) 32224"
"81","-0.984","0","0.9253","Cosine","-","0","32285 (-) 27698","32285","27698","0.9253","false","-","32285 (-) 27698"
"81","57.022","57","0.9184","Cosine","-","0","32285 (-) 26877","32285","26877","0.9184","false","-","32285 (-) 26877"
"81","-0.984","0","0.8834","Cosine","-","0","32285 (-) 20231","32285","20231","0.8834","false","-","32285 (-) 20231"
"81","390.276","390","0.8805","Cosine","-","0","32285 (-) 32263","32285","32263","0.8805","false","-","32285 (-) 32263"
"3120","-0.0","0","0.8405","Cosine","-","0","8781 (-) 15393","8781","15393","0.8405","false","-","8781 (-) 15393"
"125","18.01","18","0.9101","Cosine","-","0","41302 (-) 36371","41302","36371","0.9101","false","-","41302 (-) 36371"
"125","-14.016","-14","0.9193","Cosine","-","0","41302 (-) 42442","41302","42442","0.9193","false","-","41302 (-) 42442"
"125","3.011","3","0.9609","Cosine","-","0","41302 (-) 42441","41302","42441","0.9609","false","-","41302 (-) 42441"
"125","-17.027","-17","0.9691","Cosine","-","0","41302 (-) 41301","41302","41301","0.9691","false","-","41302 (-) 41301"
"51","-12.0","-12","0.8637","Cosine","-","0","17618 (-) 15851","17618","15851","0.8637","false","-","17618 (-) 15851"
"51","-32.026","-32","0.8436","Cosine","-","0","17618 (-) 18323","17618","18323","0.8436","false","-","17618 (-) 18323"
"98","-110.11","-110","0.8903","Cosine","-","0","42501 (-) 32097","42501","32097","0.8903","false","-","42501 (-) 32097"
"98","-151.161","-151","0.8631","Cosine","-","0","42501 (-) 7602","42501","7602","0.8631","false","-","42501 (-) 7602"
"98","-264.318","-264","0.8344","Cosine","-","0","42501 (-) 1123","42501","1123","0.8344","false","-","42501 (-) 1123"
"98","-26.015","-26","0.9315","Cosine","-","0","42501 (-) 42378","42501","42378","0.9315","false","-","42501 (-) 42378"
"98","-82.078","-82","0.9097","Cosine","-","0","42501 (-) 38595","42501","38595","0.9097","false","-","42501 (-) 38595"
"98","-264.245","-264","0.8936","Cosine","-","0","42501 (-) 2402","42501","2402","0.8936","false","-","42501 (-) 2402"
"98","-138.141","-138","0.8899","Cosine","-","0","42501 (-) 24716","42501","24716","0.8899","false","-","42501 (-) 24716"
"45","-0.002","0","0.9044","Cosine","-","0","11643 (-) 22083","11643","22083","0.9044","false","-","11643 (-) 22083"
"45","17.024","17","0.8982","Cosine","-","0","11643 (-) 26087","11643","26087","0.8982","false","-","11643 (-) 26087"
"182","-56.063","-56","0.9023","Cosine","-","0","39060 (-) 42314","39060","42314","0.9023","false","-","39060 (-) 42314"
"182","-0.983","0","0.9484","Cosine","-","0","39060 (-) 40465","39060","40465","0.9484","false","-","39060 (-) 40465"
"576","-14.018","-14","0.7292","Cosine","-","0","40557 (-) 39282","40557","39282","0.7292","false","-","40557 (-) 39282"
"576","132.08","132","0.7845","Cosine","-","0","40557 (-) 40673","40557","40673","0.7845","false","-","40557 (-) 40673"
"576","88.053","88","0.8458","Cosine","-","0","40557 (-) 40611","40557","40611","0.8458","false","-","40557 (-) 40611"
"576","44.027","44","0.8408","Cosine","-","0","40557 (-) 40586","40557","40586","0.8408","false","-","40557 (-) 40586"
"576","44.025","44","0.7798","Cosine","-","0","40557 (-) 40535","40557","40535","0.7798","false","-","40557 (-) 40535"
"576","88.051","88","0.7148","Cosine","-","0","40557 (-) 40516","40557","40516","0.7148","false","-","40557 (-) 40516"
"576","30.048","30","0.7451","Cosine","-","0","40557 (-) 40509","40557","40509","0.7451","false","-","40557 (-) 40509"
"409","88.054","88","0.934","Cosine","-","0","42899 (-) 42863","42899","42863","0.934","false","-","42899 (-) 42863"
"409","264.159","264","0.9163","Cosine","-","0","42899 (-) 42847","42899","42847","0.9163","false","-","42899 (-) 42847"
"409","352.211","352","0.8984","Cosine","-","0","42899 (-) 42784","42899","42784","0.8984","false","-","42899 (-) 42784"
"409","-562.424","-562","0.841","Cosine","-","0","42899 (-) 40980","42899","40980","0.841","false","-","42899 (-) 40980"
"409","44.025","44","0.9317","Cosine","-","0","42899 (-) 42920","42899","42920","0.9317","false","-","42899 (-) 42920"
"409","132.078","132","0.9188","Cosine","-","0","42899 (-) 42857","42899","42857","0.9188","false","-","42899 (-) 42857"
"409","396.237","396","0.9023","Cosine","-","0","42899 (-) 42770","42899","42770","0.9023","false","-","42899 (-) 42770"
"1408","-0.025","0","0.9709","Cosine","-","0","3403 (-) 2801","3403","2801","0.9709","false","-","3403 (-) 2801"
"123","1426.217","1426","0.9641","Cosine","-","0","20760 (-) 20414","20760","20414","0.9641","false","-","20760 (-) 20414"
"56","-99.07","-99","0.8161","Cosine","-","0","15035 (-) 13126","15035","13126","0.8161","false","-","15035 (-) 13126"
"36","-132.08","-132","0.9428","Cosine","-","0","13251 (-) 14174","13251","14174","0.9428","false","-","13251 (-) 14174"
"424","-248.141","-248","0.8425","Cosine","-","0","703 (-) 11774","703","11774","0.8425","false","-","703 (-) 11774"
"424","-84.058","-84","0.805","Cosine","-","0","703 (-) 4505","703","4505","0.805","false","-","703 (-) 4505"
"424","-90.047","-90","0.8624","Cosine","-","0","703 (-) 4713","703","4713","0.8624","false","-","703 (-) 4713"
"424","86.048","86","0.7828","Cosine","-","0","703 (-) 123","703","123","0.7828","false","-","703 (-) 123"
"424","-128.048","-128","0.7786","Cosine","-","0","703 (-) 7816","703","7816","0.7786","false","-","703 (-) 7816"
"424","-140.12","-140","0.7828","Cosine","-","0","703 (-) 26967","703","26967","0.7828","false","-","703 (-) 26967"
"424","-162.069","-162","0.8213","Cosine","-","0","703 (-) 5942","703","5942","0.8213","false","-","703 (-) 5942"
"424","-71.037","-71","0.7791","Cosine","-","0","703 (-) 1875","703","1875","0.7791","false","-","703 (-) 1875"
"322","114.069","114","0.7795","Cosine","-","0","3336 (-) 2895","3336","2895","0.7795","false","-","3336 (-) 2895"
"81","-2.017","-2","0.8594","Cosine","-","0","34353 (-) 41087","34353","41087","0.8594","false","-","34353 (-) 41087"
"81","-18.011","-18","0.9332","Cosine","-","0","34353 (-) 37125","34353","37125","0.9332","false","-","34353 (-) 37125"
"81","18.01","18","0.9005","Cosine","-","0","34353 (-) 36943","34353","36943","0.9005","false","-","34353 (-) 36943"
"81","-35.038","-35","0.9372","Cosine","-","0","34353 (-) 36830","34353","36830","0.9372","false","-","34353 (-) 36830"
"81","18.01","18","0.9177","Cosine","-","0","34353 (-) 31954","34353","31954","0.9177","false","-","34353 (-) 31954"
"81","18.009","18","0.9226","Cosine","-","0","34353 (-) 15201","34353","15201","0.9226","false","-","34353 (-) 15201"
"81","-0.0","0","0.9321","Cosine","-","0","34353 (-) 36607","34353","36607","0.9321","false","-","34353 (-) 36607"
"13","-176.103","-176","0.7417","Cosine","-","0","15408 (-) 16669","15408","16669","0.7417","false","-","15408 (-) 16669"
"13","-132.088","-132","0.808","Cosine","-","0","15408 (-) 9449","15408","9449","0.808","false","-","15408 (-) 9449"
"13","-44.035","-44","0.8035","Cosine","-","0","15408 (-) 9874","15408","9874","0.8035","false","-","15408 (-) 9874"
"13","-292.153","-292","0.7354","Cosine","-","0","15408 (-) 15211","15408","15211","0.7354","false","-","15408 (-) 15211"
"13","-88.052","-88","0.7188","Cosine","-","0","15408 (-) 15989","15408","15989","0.7188","false","-","15408 (-) 15989"
"13","44.017","44","0.791","Cosine","-","0","15408 (-) 10436","15408","10436","0.791","false","-","15408 (-) 10436"
"741","-14.014","-14","0.7896","Cosine","-","0","6188 (-) 6221","6188","6221","0.7896","false","-","6188 (-) 6221"
"741","-5.989","-5","0.7247","Cosine","-","0","6188 (-) 8812","6188","8812","0.7247","false","-","6188 (-) 8812"
"123","-220.13","-220","0.9597","Cosine","-","0","25651 (-) 24340","25651","24340","0.9597","false","-","25651 (-) 24340"
"123","854.526","854","0.9627","Cosine","-","0","25651 (-) 22367","25651","22367","0.9627","false","-","25651 (-) 22367"
"104","-42.047","-42","0.8082","Cosine","-","0","15407 (-) 22236","15407","22236","0.8082","false","-","15407 (-) 22236"
"23","15.995","15","0.867","Cosine","-","0","29109 (-) 23294","29109","23294","0.867","false","-","29109 (-) 23294"
"23","79.959","79","0.9014","Cosine","-","0","29109 (-) 23137","29109","23137","0.9014","false","-","29109 (-) 23137"
"23","15.995","15","0.8859","Cosine","-","0","29109 (-) 37223","29109","37223","0.8859","false","-","29109 (-) 37223"
"23","18.011","18","0.9053","Cosine","-","0","29109 (-) 33348","29109","33348","0.9053","false","-","29109 (-) 33348"
"23","35.037","35","0.864","Cosine","-","0","29109 (-) 32058","29109","32058","0.864","false","-","29109 (-) 32058"
"23","13.979","13","0.8701","Cosine","-","0","29109 (-) 27615","29109","27615","0.8701","false","-","29109 (-) 27615"
"23","-14.016","-14","0.8595","Cosine","-","0","29109 (-) 26930","29109","26930","0.8595","false","-","29109 (-) 26930"
"23","-2.016","-2","0.892","Cosine","-","0","29109 (-) 26253","29109","26253","0.892","false","-","29109 (-) 26253"
"1889","-0.0","0","0.9023","Cosine","-","0","5753 (-) 5915","5753","5915","0.9023","false","-","5753 (-) 5915"
"1889","0.0","0","0.9235","Cosine","-","0","5753 (-) 5629","5753","5629","0.9235","false","-","5753 (-) 5629"
"754","0.015","0","0.7479","Cosine","-","0","7207 (-) 7390","7207","7390","0.7479","false","-","7207 (-) 7390"
"294","0.003","0","1.0","Cosine","-","0","2300 (-) 11807","2300","11807","1.0","false","-","2300 (-) 11807"
"423","-102.032","-102","0.9889","Cosine","-","0","19922 (-) 21156","19922","21156","0.9889","false","-","19922 (-) 21156"
"423","-58.006","-58","0.9421","Cosine","-","0","19922 (-) 20738","19922","20738","0.9421","false","-","19922 (-) 20738"
"423","44.026","44","0.9169","Cosine","-","0","19922 (-) 19776","19922","19776","0.9169","false","-","19922 (-) 19776"
"423","76.015","76","0.9315","Cosine","-","0","19922 (-) 11935","19922","11935","0.9315","false","-","19922 (-) 11935"
"423","-115.027","-115","0.879","Cosine","-","0","19922 (-) 21246","19922","21246","0.879","false","-","19922 (-) 21246"
"423","-88.052","-88","0.98","Cosine","-","0","19922 (-) 20164","19922","20164","0.98","false","-","19922 (-) 20164"
"423","57.021","57","0.8878","Cosine","-","0","19922 (-) 19807","19922","19807","0.8878","false","-","19922 (-) 19807"
"423","-124.013","-124","0.8139","Cosine","-","0","19922 (-) 21162","19922","21162","0.8139","false","-","19922 (-) 21162"
"423","86.084","86","0.8949","Cosine","-","0","19922 (-) 20074","19922","20074","0.8949","false","-","19922 (-) 20074"
"195","-17.031","-17","0.9166","Cosine","-","0","18198 (-) 18128","18198","18128","0.9166","false","-","18198 (-) 18128"
"195","-2.013","-2","0.8559","Cosine","-","0","18198 (-) 18887","18198","18887","0.8559","false","-","18198 (-) 18887"
"195","-35.042","-35","0.8412","Cosine","-","0","18198 (-) 17887","18198","17887","0.8412","false","-","18198 (-) 17887"
"195","15.993","15","0.7813","Cosine","-","0","18198 (-) 13904","18198","13904","0.7813","false","-","18198 (-) 13904"
"98","-28.031","-28","0.9525","Cosine","-","0","41298 (-) 38595","41298","38595","0.9525","false","-","41298 (-) 38595"
"98","-84.094","-84","0.956","Cosine","-","0","41298 (-) 24716","41298","24716","0.956","false","-","41298 (-) 24716"
"98","-54.047","-54","0.9195","Cosine","-","0","41298 (-) 42501","41298","42501","0.9195","false","-","41298 (-) 42501"
"98","-28.032","-28","0.947","Cosine","-","0","41298 (-) 42378","41298","42378","0.947","false","-","41298 (-) 42378"
"98","-52.031","-52","0.8268","Cosine","-","0","41298 (-) 41916","41298","41916","0.8268","false","-","41298 (-) 41916"
"98","-14.016","-14","0.9446","Cosine","-","0","41298 (-) 40739","41298","40739","0.9446","false","-","41298 (-) 40739"
"98","-56.063","-56","0.9486","Cosine","-","0","41298 (-) 32097","41298","32097","0.9486","false","-","41298 (-) 32097"
"98","-97.114","-97","0.8676","Cosine","-","0","41298 (-) 7602","41298","7602","0.8676","false","-","41298 (-) 7602"
"98","-210.198","-210","0.8916","Cosine","-","0","41298 (-) 2402","41298","2402","0.8916","false","-","41298 (-) 2402"
"1391","-26.055","-26","0.832","Cosine","-","0","13321 (-) 16235","13321","16235","0.832","false","-","13321 (-) 16235"
"56","-247.142","-247","0.7378","Cosine","-","0","14795 (-) 19213","14795","19213","0.7378","false","-","14795 (-) 19213"
"56","-14.023","-14","0.7926","Cosine","-","0","14795 (-) 17383","14795","17383","0.7926","false","-","14795 (-) 17383"
"56","97.045","97","0.7653","Cosine","-","0","14795 (-) 15035","14795","15035","0.7653","false","-","14795 (-) 15035"
"56","-196.115","-196","0.7411","Cosine","-","0","14795 (-) 13126","14795","13126","0.7411","false","-","14795 (-) 13126"
"56","226.085","226","0.7387","Cosine","-","0","14795 (-) 16088","14795","16088","0.7387","false","-","14795 (-) 16088"
"56","-101.056","-101","0.7476","Cosine","-","0","14795 (-) 15833","14795","15833","0.7476","false","-","14795 (-) 15833"
"599","0.047","0","0.8551","Cosine","-","0","1486 (-) 1028","1486","1028","0.8551","false","-","1486 (-) 1028"
"599","13.966","13","0.7846","Cosine","-","0","1486 (-) 1451","1486","1451","0.7846","false","-","1486 (-) 1451"
"180","-14.015","-14","0.9588","Cosine","-","0","13668 (-) 9852","13668","9852","0.9588","false","-","13668 (-) 9852"
"180","29.975","29","0.7425","Cosine","-","0","13668 (-) 10061","13668","10061","0.7425","false","-","13668 (-) 10061"
"36","-237.159","-237","0.9513","Cosine","-","0","11919 (-) 13560","11919","13560","0.9513","false","-","11919 (-) 13560"
"36","-105.079","-105","0.9497","Cosine","-","0","11919 (-) 12628","11919","12628","0.9497","false","-","11919 (-) 12628"
"36","-88.052","-88","0.9478","Cosine","-","0","11919 (-) 12609","11919","12609","0.9478","false","-","11919 (-) 12609"
"36","-61.054","-61","0.9528","Cosine","-","0","11919 (-) 12278","11919","12278","0.9528","false","-","11919 (-) 12278"
"36","-26.999","-26","0.954","Cosine","-","0","11919 (-) 11551","11919","11551","0.954","false","-","11919 (-) 11551"
"36","-44.026","-44","0.9521","Cosine","-","0","11919 (-) 11543","11919","11543","0.9521","false","-","11919 (-) 11543"
"36","-88.052","-88","0.9497","Cosine","-","0","11919 (-) 11171","11919","11171","0.9497","false","-","11919 (-) 11171"
"331","0.984","0","0.8209","Cosine","-","0","9592 (-) 9078","9592","9078","0.8209","false","-","9592 (-) 9078"
"331","0.0","0","0.94","Cosine","-","0","9592 (-) 8668","9592","8668","0.94","false","-","9592 (-) 8668"
"1288","50.037","50","0.8258","Cosine","-","0","27496 (-) 31897","27496","31897","0.8258","false","-","27496 (-) 31897"
"2304","-102.033","-102","0.8168","Cosine","-","0","6784 (-) 8820","6784","8820","0.8168","false","-","6784 (-) 8820"
"2304","-58.005","-58","0.8885","Cosine","-","0","6784 (-) 8162","6784","8162","0.8885","false","-","6784 (-) 8162"
"2304","-13.98","-13","0.893","Cosine","-","0","6784 (-) 7043","6784","7043","0.893","false","-","6784 (-) 7043"
"203","-230.115","-230","0.7721","Cosine","-","0","19190 (-) 15963","19190","15963","0.7721","false","-","19190 (-) 15963"
"110","-30.012","-30","0.7765","Cosine","-","0","13330 (-) 13653","13330","13653","0.7765","false","-","13330 (-) 13653"
"110","-14.015","-14","0.9373","Cosine","-","0","13330 (-) 11547","13330","11547","0.9373","false","-","13330 (-) 11547"
"110","-30.009","-30","0.7726","Cosine","-","0","13330 (-) 12972","13330","12972","0.7726","false","-","13330 (-) 12972"
"619","-99.067","-99","0.7999","Cosine","-","0","9890 (-) 7775","9890","7775","0.7999","false","-","9890 (-) 7775"
"474","15.993","15","0.7934","Cosine","-","0","17810 (-) 21679","17810","21679","0.7934","false","-","17810 (-) 21679"
"474","-78.046","-78","0.8107","Cosine","-","0","17810 (-) 13439","17810","13439","0.8107","false","-","17810 (-) 13439"
"81","-17.026","-17","0.8234","Cosine","-","0","30145 (-) 37689","30145","37689","0.8234","false","-","30145 (-) 37689"
"81","0.002","0","0.9194","Cosine","-","0","30145 (-) 41299","30145","41299","0.9194","false","-","30145 (-) 41299"
"742","104.048","104","0.8632","Cosine","-","0","6294 (-) 3239","6294","3239","0.8632","false","-","6294 (-) 3239"
"742","-14.016","-14","0.8232","Cosine","-","0","6294 (-) 2719","6294","2719","0.8232","false","-","6294 (-) 2719"
"742","120.043","120","0.8468","Cosine","-","0","6294 (-) 2596","6294","2596","0.8468","false","-","6294 (-) 2596"
"742","90.032","90","0.8654","Cosine","-","0","6294 (-) 3394","6294","3394","0.8654","false","-","6294 (-) 3394"
"410","-2.015","-2","0.827","Cosine","-","0","29977 (-) 21113","29977","21113","0.827","false","-","29977 (-) 21113"
"410","223.086","223","0.8669","Cosine","-","0","29977 (-) 35919","29977","35919","0.8669","false","-","29977 (-) 35919"
"410","-2.016","-2","0.8456","Cosine","-","0","29977 (-) 28789","29977","28789","0.8456","false","-","29977 (-) 28789"
"1204","-15.996","-15","0.7798","Cosine","-","0","2639 (-) 2149","2639","2149","0.7798","false","-","2639 (-) 2149"
"2616","14.015","14","0.8432","Cosine","-","0","3808 (-) 19255","3808","19255","0.8432","false","-","3808 (-) 19255"
"2616","-0.0","0","0.9339","Cosine","-","0","3808 (-) 21065","3808","21065","0.9339","false","-","3808 (-) 21065"
"1554","2.065","2","0.7251","Cosine","-","0","5301 (-) 11453","5301","11453","0.7251","false","-","5301 (-) 11453"
"313","-288.147","-288","0.7525","Cosine","-","0","39551 (-) 43200","39551","43200","0.7525","false","-","39551 (-) 43200"
"313","288.153","288","0.7143","Cosine","-","0","39551 (-) 12765","39551","12765","0.7143","false","-","39551 (-) 12765"
"238","0.021","0","0.8455","Cosine","-","0","1509 (-) 3712","1509","3712","0.8455","false","-","1509 (-) 3712"
"238","-97.053","-97","0.7872","Cosine","-","0","1509 (-) 3243","1509","3243","0.7872","false","-","1509 (-) 3243"
"238","-14.016","-14","0.9315","Cosine","-","0","1509 (-) 2813","1509","2813","0.9315","false","-","1509 (-) 2813"
"238","-48.0","-48","0.8958","Cosine","-","0","1509 (-) 3365","1509","3365","0.8958","false","-","1509 (-) 3365"
"741","-42.01","-42","0.8603","Cosine","-","0","9579 (-) 7555","9579","7555","0.8603","false","-","9579 (-) 7555"
"741","-15.995","-15","0.9114","Cosine","-","0","9579 (-) 8812","9579","8812","0.9114","false","-","9579 (-) 8812"
"14","203.962","203","0.9091","Cosine","-","0","864 (-) 859","864","859","0.9091","false","-","864 (-) 859"
"14","135.975","135","0.9584","Cosine","-","0","864 (-) 837","864","837","0.9584","false","-","864 (-) 837"
"14","67.987","67","0.9413","Cosine","-","0","864 (-) 836","864","836","0.9413","false","-","864 (-) 836"
"14","-43.042","-43","0.9818","Cosine","-","0","864 (-) 609","864","609","0.9818","false","-","864 (-) 609"
"14","-0.984","0","0.9768","Cosine","-","0","864 (-) 2216","864","2216","0.9768","false","-","864 (-) 2216"
"1003","-0.013","0","1.0","Cosine","-","0","18610 (-) 13801","18610","13801","1.0","false","-","18610 (-) 13801"
"917","-28.031","-28","0.8653","Cosine","-","0","34202 (-) 28620","34202","28620","0.8653","false","-","34202 (-) 28620"
"917","-18.011","-18","0.8153","Cosine","-","0","34202 (-) 31498","34202","31498","0.8153","false","-","34202 (-) 31498"
"917","0.0","0","0.8244","Cosine","-","0","34202 (-) 32235","34202","32235","0.8244","false","-","34202 (-) 32235"
"917","0.0","0","0.8691","Cosine","-","0","34202 (-) 30924","34202","30924","0.8691","false","-","34202 (-) 30924"
"347","-0.02","0","0.9128","Cosine","-","0","8675 (-) 11239","8675","11239","0.9128","false","-","8675 (-) 11239"
"1872","-14.016","-14","0.8494","Cosine","-","0","8633 (-) 9893","8633","9893","0.8494","false","-","8633 (-) 9893"
"862","-0.001","0","0.8956","Cosine","-","0","29135 (-) 8515","29135","8515","0.8956","false","-","29135 (-) 8515"
"398","1.995","1","0.9043","Cosine","-","0","43614 (-) 43622","43614","43622","0.9043","false","-","43614 (-) 43622"
"183","-249.192","-249","0.7175","Cosine","-","0","37287 (-) 41219","37287","41219","0.7175","false","-","37287 (-) 41219"
"183","-58.042","-58","0.7747","Cosine","-","0","37287 (-) 35124","37287","35124","0.7747","false","-","37287 (-) 35124"
"183","-290.21","-290","0.7931","Cosine","-","0","37287 (-) 23150","37287","23150","0.7931","false","-","37287 (-) 23150"
"183","-348.251","-348","0.8085","Cosine","-","0","37287 (-) 20192","37287","20192","0.8085","false","-","37287 (-) 20192"
"183","-406.292","-406","0.8109","Cosine","-","0","37287 (-) 17080","37287","17080","0.8109","false","-","37287 (-) 17080"
"183","-232.167","-232","0.792","Cosine","-","0","37287 (-) 27131","37287","27131","0.792","false","-","37287 (-) 27131"
"183","-191.155","-191","0.7333","Cosine","-","0","37287 (-) 40530","37287","40530","0.7333","false","-","37287 (-) 40530"
"85","-0.001","0","0.9403","Cosine","-","0","38568 (-) 43014","38568","43014","0.9403","false","-","38568 (-) 43014"
"85","112.125","112","0.8874","Cosine","-","0","38568 (-) 40019","38568","40019","0.8874","false","-","38568 (-) 40019"
"85","-15.995","-15","0.8139","Cosine","-","0","38568 (-) 41740","38568","41740","0.8139","false","-","38568 (-) 41740"
"1345","-14.016","-14","0.9455","Cosine","-","0","7288 (-) 10062","7288","10062","0.9455","false","-","7288 (-) 10062"
"848","-14.016","-14","0.7341","Cosine","-","0","16355 (-) 13412","16355","13412","0.7341","false","-","16355 (-) 13412"
"23","-18.01","-18","0.8931","Cosine","-","0","20614 (-) 27802","20614","27802","0.8931","false","-","20614 (-) 27802"
"23","-151.015","-151","0.9111","Cosine","-","0","20614 (-) 21988","20614","21988","0.9111","false","-","20614 (-) 21988"
"23","-18.01","-18","0.9019","Cosine","-","0","20614 (-) 21644","20614","21644","0.9019","false","-","20614 (-) 21644"
"23","36.021","36","0.8939","Cosine","-","0","20614 (-) 20570","20614","20570","0.8939","false","-","20614 (-) 20570"
"23","18.011","18","0.9385","Cosine","-","0","20614 (-) 20569","20614","20569","0.9385","false","-","20614 (-) 20569"
"23","0.0","0","0.9286","Cosine","-","0","20614 (-) 27827","20614","27827","0.9286","false","-","20614 (-) 27827"
"23","-36.02","-36","0.9128","Cosine","-","0","20614 (-) 27810","20614","27810","0.9128","false","-","20614 (-) 27810"
"907","-14.017","-14","0.8513","Cosine","-","0","16639 (-) 15706","16639","15706","0.8513","false","-","16639 (-) 15706"
"512","2.016","2","0.7008","Cosine","-","0","28962 (-) 27940","28962","27940","0.7008","false","-","28962 (-) 27940"
"14","61.97","61","0.9853","Cosine","-","0","418 (-) 609","418","609","0.9853","false","-","418 (-) 609"
"14","-67.987","-67","0.9335","Cosine","-","0","418 (-) 383","418","383","0.9335","false","-","418 (-) 383"
"14","-135.975","-135","0.9044","Cosine","-","0","418 (-) 484","418","484","0.9044","false","-","418 (-) 484"
"14","-6.017","-6","0.8568","Cosine","-","0","418 (-) 658","418","658","0.8568","false","-","418 (-) 658"
"14","67.987","67","0.9276","Cosine","-","0","418 (-) 379","418","379","0.9276","false","-","418 (-) 379"
"14","73.964","73","0.803","Cosine","-","0","418 (-) 199","418","199","0.803","false","-","418 (-) 199"
"1296","19.042","19","0.739","Cosine","-","0","5940 (-) 6680","5940","6680","0.739","false","-","5940 (-) 6680"
"1195","-0.0","0","0.7442","Cosine","-","0","3420 (-) 5318","3420","5318","0.7442","false","-","3420 (-) 5318"
"848","17.026","17","0.9069","Cosine","-","0","16411 (-) 16355","16411","16355","0.9069","false","-","16411 (-) 16355"
"21","-33.986","-33","0.9536","Cosine","-","0","7191 (-) 4773","7191","4773","0.9536","false","-","7191 (-) 4773"
"21","-16.027","-16","0.9422","Cosine","-","0","7191 (-) 10188","7191","10188","0.9422","false","-","7191 (-) 10188"
"21","-31.973","-31","0.9294","Cosine","-","0","7191 (-) 5494","7191","5494","0.9294","false","-","7191 (-) 5494"
"1794","-226.195","-226","0.7465","Cosine","-","0","24413 (-) 4625","24413","4625","0.7465","false","-","24413 (-) 4625"
"902","0.983","0","0.8219","Cosine","-","0","3166 (-) 3226","3166","3226","0.8219","false","-","3166 (-) 3226"
"74","-14.015","-14","0.8724","Cosine","-","0","32186 (-) 30281","32186","30281","0.8724","false","-","32186 (-) 30281"
"74","-14.015","-14","0.83","Cosine","-","0","32186 (-) 30965","32186","30965","0.83","false","-","32186 (-) 30965"
"74","0.0","0","0.8337","Cosine","-","0","32186 (-) 33637","32186","33637","0.8337","false","-","32186 (-) 33637"
"1425","-14.016","-14","0.8846","Cosine","-","0","18627 (-) 21683","18627","21683","0.8846","false","-","18627 (-) 21683"
"1425","-18.011","-18","0.8722","Cosine","-","0","18627 (-) 18621","18627","18621","0.8722","false","-","18627 (-) 18621"
"1425","-42.047","-42","0.8337","Cosine","-","0","18627 (-) 29481","18627","29481","0.8337","false","-","18627 (-) 29481"
"468","0.003","0","0.9627","Cosine","-","0","6682 (-) 455","6682","455","0.9627","false","-","6682 (-) 455"
"1109","18.011","18","0.9237","Cosine","-","0","3157 (-) 3293","3157","3293","0.9237","false","-","3157 (-) 3293"
"1109","30.009","30","0.8875","Cosine","-","0","3157 (-) 2592","3157","2592","0.8875","false","-","3157 (-) 2592"
"106","-58.005","-58","0.8044","Cosine","-","0","2370 (-) 4395","2370","4395","0.8044","false","-","2370 (-) 4395"
"106","0.0","0","0.9112","Cosine","-","0","2370 (-) 5198","2370","5198","0.9112","false","-","2370 (-) 5198"
"106","75.032","75","0.7569","Cosine","-","0","2370 (-) 4611","2370","4611","0.7569","false","-","2370 (-) 4611"
"833","99.066","99","0.7559","Cosine","-","0","4412 (-) 3840","4412","3840","0.7559","false","-","4412 (-) 3840"
"310","17.027","17","0.9197","Cosine","-","0","5441 (-) 5178","5441","5178","0.9197","false","-","5441 (-) 5178"
"310","-23.016","-23","0.8273","Cosine","-","0","5441 (-) 2600","5441","2600","0.8273","false","-","5441 (-) 2600"
"310","17.027","17","0.9236","Cosine","-","0","5441 (-) 5430","5441","5430","0.9236","false","-","5441 (-) 5430"
"310","-221.117","-221","0.7732","Cosine","-","0","5441 (-) 10766","5441","10766","0.7732","false","-","5441 (-) 10766"
"310","-59.074","-59","0.7999","Cosine","-","0","5441 (-) 5902","5441","5902","0.7999","false","-","5441 (-) 5902"
"310","0.0","0","0.9862","Cosine","-","0","5441 (-) 5159","5441","5159","0.9862","false","-","5441 (-) 5159"
"180","-30.011","-30","0.7472","Cosine","-","0","5679 (-) 7412","5679","7412","0.7472","false","-","5679 (-) 7412"
"180","-67.988","-67","0.7852","Cosine","-","0","5679 (-) 13431","5679","13431","0.7852","false","-","5679 (-) 13431"
"180","-14.015","-14","0.7905","Cosine","-","0","5679 (-) 9852","5679","9852","0.7905","false","-","5679 (-) 9852"
"180","-43.99","-43","0.7314","Cosine","-","0","5679 (-) 6187","5679","6187","0.7314","false","-","5679 (-) 6187"
"36","-44.029","-44","0.9614","Cosine","-","0","14553 (-) 14813","14553","14813","0.9614","false","-","14553 (-) 14813"
"65","-23.016","-23","0.8792","Cosine","-","0","5843 (-) 11067","5843","11067","0.8792","false","-","5843 (-) 11067"
"65","-23.016","-23","0.8617","Cosine","-","0","5843 (-) 7090","5843","7090","0.8617","false","-","5843 (-) 7090"
"1303","-132.042","-132","0.794","Cosine","-","0","20050 (-) 20328","20050","20328","0.794","false","-","20050 (-) 20328"
"1303","-116.047","-116","0.8184","Cosine","-","0","20050 (-) 21836","20050","21836","0.8184","false","-","20050 (-) 21836"
"1303","-49.936","-49","0.7142","Cosine","-","0","20050 (-) 6429","20050","6429","0.7142","false","-","20050 (-) 6429"
"1616","-56.088","-56","0.7187","Cosine","-","0","22476 (-) 6702","22476","6702","0.7187","false","-","22476 (-) 6702"
